ticker,start_time,Q_shares,v60,realized_vol,volume_cv,twap_fill,vwap_fill,twap_is,vwap_is,market_vwap,twap_slip_mvwap,vwap_slip_mvwap,twap_avg_price,vwap_avg_price,p0,is_diff_vwap_minus_twap,vwap_better_is,slip_diff_vwap_minus_twap,vwap_better_mvwap
SPY,2026-02-13 15:30:00-05:00,272528.45,27252845.0,0.0052450171048491,0.5185356882819061,1.0,1.0,0.14645894368482,0.4365059260505859,680.6865059260506,-0.2900469823657658,0.0,680.3964589436848,680.6865059260506,680.25,0.2900469823657658,False,0.2900469823657658,False
AAPL,2025-12-26 14:35:00-05:00,15822.52,1582252.0,0.0010309304165648,0.3395470937850487,1.0,1.0,-0.3421554565429119,-0.4108547081728488,274.2091404090147,0.0686992516298801,-5.684341886080803e-14,274.2778396606446,274.20914040901465,274.6199951171875,-0.0686992516299369,True,-0.0686992516299369,True
NVDA,2025-12-17 15:30:00-05:00,796903.55,79690355.0,0.0188555278844002,1.7656864256294105,0.986861296870033,1.0,0.9690473843821223,0.3698073030151647,171.9098005891479,0.5992400813670429,8.526512829121202e-14,172.5090406705149,171.90980058914798,171.5399932861328,-0.5992400813669576,True,-0.5992400813669576,True
SPY,2026-01-09 10:25:00-05:00,123514.88,12351488.0,0.0022630799276737,0.3125955647811839,1.0,1.0,-0.5001932779947538,-0.4455726671934599,692.6794273328068,-0.0546206108015212,-2.273736754432321e-13,692.6248067220052,692.6794273328065,693.125,0.0546206108012938,False,0.0546206108012938,False
SPY,2026-01-08 12:15:00-05:00,58494.45,5849445.0,0.0016614842377831,0.2874265435437407,0.9999999999999998,1.0,-0.1000569661457575,-0.1281000027200889,689.7918829074363,0.0280430365742176,-1.1368683772161605e-13,689.8199259440105,689.7918829074362,689.9199829101562,-0.0280430365743313,True,-0.0280430365743313,True
SPY,2026-01-22 11:25:00-05:00,62173.19,6217319.0,0.0010550227147484,0.4123297477450027,1.0,1.0,0.2657063802083712,0.2553182741108912,690.0553060670798,0.0103881060973662,-1.1368683772161605e-13,690.0656941731771,690.0553060670796,689.7999877929688,-0.0103881060974799,True,-0.0103881060974799,True
MSFT,2025-12-22 10:40:00-05:00,12408.42,1240842.0,0.0021423099138116,0.2301805061081946,1.0,1.0,0.8143895467123912,0.7999171162024936,485.40990246776505,0.0144724305098407,-5.684341886080803e-14,485.4243748982749,485.409902467765,484.6099853515625,-0.0144724305098975,True,-0.0144724305098975,True
SPY,2025-12-11 11:55:00-05:00,85011.46,8501146.0,0.0019297957775411,0.2468466521551667,0.9999999999999996,1.0,1.498326619466411,1.4520284589751782,686.9520284589752,0.0462981604912329,0.0,686.9983266194664,686.9520284589752,685.5,-0.0462981604912329,True,-0.0462981604912329,True
NVDA,2026-01-15 13:25:00-05:00,129162.07,12916207.0,0.0031920149821199,0.2795698143332294,1.0,1.0,-0.0471941630045478,-0.0205056065357212,189.20959693252675,-0.0266885564687981,2.8421709430404014e-14,189.18290837605795,189.2095969325268,189.2301025390625,0.0266885564688266,False,0.0266885564688266,False
MSFT,2026-02-05 11:50:00-05:00,27211.73,2721173.0,0.0049696746334323,0.2513228899911399,0.9999999999999998,1.0,-0.2855072021483806,-0.2598928810531902,405.3651071189468,-0.0256143210951904,0.0,405.3394927978516,405.3651071189468,405.625,0.0256143210951904,False,0.0256143210951904,False
AMZN,2026-01-27 15:05:00-05:00,158933.44,15893344.0,0.0072039571118535,2.239426680383437,0.9736492626515018,1.0,0.3964336355153648,0.598449799367387,244.81744393999233,-0.2020161638519653,5.684341886080803e-14,244.61542777614036,244.8174439399924,244.218994140625,0.2020161638520221,False,0.2020161638520221,False
AAPL,2026-01-28 14:25:00-05:00,33027.69,3302769.0,0.0025762463047389,0.2985941209489622,0.9999999999999998,1.0,0.8316268920899574,0.8585910115594686,255.96859162191095,-0.0269641194694543,5.684341886080803e-14,255.94162750244152,255.96859162191103,255.11000061035156,0.0269641194695111,False,0.0269641194695111,False
MSFT,2026-01-26 14:10:00-05:00,11832.99,1183299.0,0.0019675306290164,0.2554815110935547,1.0,1.0,0.1130879720050188,0.1481869324186959,472.7431881531218,-0.0350989604136771,0.0,472.70808919270814,472.7431881531218,472.5950012207031,0.0350989604136771,False,0.0350989604136771,False
AMZN,2025-12-10 14:00:00-05:00,28529.66,2852966.0,0.0078851035618351,0.2395945143128879,1.0,1.0,0.1934954325357978,0.2088108797413497,230.72881515220223,-0.0153154472054666,8.526512829121202e-14,230.71349970499676,230.72881515220232,230.52000427246097,0.0153154472055518,False,0.0153154472055518,False
MSFT,2025-12-19 11:45:00-05:00,11485.78,1148578.0,0.0024201783674704,0.3010060581173161,1.0,1.0,0.44489796956384,0.4367366780999191,485.1267391195063,0.0081612914638071,-1.1368683772161605e-13,485.1349004109701,485.12673911950617,484.69000244140625,-0.0081612914639208,True,-0.0081612914639208,True
